rowid,pl_name,hostname,pl_letter,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,st_spectype,st_teff,st_rad,st_mass,ra,dec,sy_dist,sy_plx
1,11 Com b,11 Com,b,Radial Velocity,2007,323.21,1.178,,,,,G8 III,4874.0,13.76,2.09,185.1787793,17.7932516,93.1846,10.7104
2,11 Com b,11 Com,b,Radial Velocity,2007,,1.21,,,,,,,,2.6,185.1787793,17.7932516,93.1846,10.7104
3,11 Com b,11 Com,b,Radial Velocity,2007,326.03,1.29,,,,,G8 III,4742.0,19.0,2.7,185.1787793,17.7932516,93.1846,10.7104
4,11 UMi b,11 UMi,b,Radial Velocity,2009,,1.51,,,,,,,,1.7,229.2745954,71.8239428,125.321,7.95388
5,11 UMi b,11 UMi,b,Radial Velocity,2009,516.22,1.54,,,,,K4 III,4340.0,24.08,1.8,229.2745954,71.8239428,125.321,7.95388
6,11 UMi b,11 UMi,b,Radial Velocity,2009,516.21997,1.53,,,,,,4213.0,29.79,2.78,229.2745954,71.8239428,125.321,7.95388
7,14 And b,14 And,b,Radial Velocity,2008,185.84,0.83,,,,,K0 III,4813.0,11.0,2.2,352.82415,39.2358367,75.4392,13.2289
8,14 And b,14 And,b,Radial Velocity,2008,186.76,0.775,,,,,K0 III,4888.0,11.55,1.78,352.82415,39.2358367,75.4392,13.2289
9,14 And b,14 And,b,Radial Velocity,2008,,0.68,,,,,,,,1.2,352.82415,39.2358367,75.4392,13.2289
10,14 Her b,14 Her,b,Radial Velocity,2002,1773.4,2.77,,,,,K0 V,,,,242.6021014,43.8163621,17.9323,55.7363
11,14 Her b,14 Her,b,Radial Velocity,2002,1765.0389,2.774,,,2559.47216157,8.053,,,,0.91,242.6021014,43.8163621,17.9323,55.7363
12,14 Her b,14 Her,b,Radial Velocity,2002,1796.4,2.8,,,,,,5255.0,,0.9,242.6021014,43.8163621,17.9323,55.7363
13,14 Her b,14 Her,b,Radial Velocity,2002,,2.73,,,,,,,,0.9,242.6021014,43.8163621,17.9323,55.7363
14,14 Her b,14 Her,b,Radial Velocity,2002,1773.40002,2.93,,,,,,5338.0,0.93,0.9,242.6021014,43.8163621,17.9323,55.7363
15,14 Her b,14 Her,b,Radial Velocity,2002,1766.0,2.864,,,,,,5280.0,1.00235,0.91,242.6021014,43.8163621,17.9323,55.7363
16,14 Her b,14 Her,b,Radial Velocity,2002,1766.41,2.83,,,,,,5314.94,0.995819,0.969205,242.6021014,43.8163621,17.9323,55.7363
17,14 Her b,14 Her,b,Radial Velocity,2002,1724.0,2.82,,,,,K0 V,,,1.0,242.6021014,43.8163621,17.9323,55.7363
18,16 Cyg B b,16 Cyg B,b,Radial Velocity,1996,799.5,1.68,,,,,G3 V,,,,295.4656422,50.5168243,21.1397,47.2754
19,16 Cyg B b,16 Cyg B,b,Radial Velocity,1996,799.5,1.68,,,,,,5747.0,1.12827,1.03,295.4656422,50.5168243,21.1397,47.2754
20,16 Cyg B b,16 Cyg B,b,Radial Velocity,1996,799.45,1.676,,,,,,5711.97,1.159464,0.982996,295.4656422,50.5168243,21.1397,47.2754
21,16 Cyg B b,16 Cyg B,b,Radial Velocity,1996,800.8,1.6,,,,,G2.5 V,5760.0,,1.0,295.4656422,50.5168243,21.1397,47.2754
22,16 Cyg B b,16 Cyg B,b,Radial Velocity,1996,798.5,1.66,,,,,,5750.0,1.13,1.08,295.4656422,50.5168243,21.1397,47.2754
23,16 Cyg B b,16 Cyg B,b,Radial Velocity,1996,798.5,1.681,,,,,,5674.0,,0.99,295.4656422,50.5168243,21.1397,47.2754
24,17 Sco b,17 Sco,b,Radial Velocity,2020,578.38,1.45,,,,,K3 III,4157.0,25.92,1.22,243.4620874,-11.8377905,124.953,7.9805
25,18 Del b,18 Del,b,Radial Velocity,2008,,2.54,,,,,,,,2.1,314.6078375,10.8391378,76.222,13.0922
26,18 Del b,18 Del,b,Radial Velocity,2008,982.85,2.476,,,,,G6 III,4980.0,8.8,2.1,314.6078375,10.8391378,76.222,13.0922
27,18 Del b,18 Del,b,Radial Velocity,2008,993.3,2.6,,,,,G6 III,4979.0,8.5,2.3,314.6078375,10.8391378,76.222,13.0922
28,1RXS J160929.1-210524 b,1RXS J160929.1-210524,b,Imaging,2008,,330.0,,,3000.0,8.0,K7 V,4060.0,,0.85,242.3762343,-21.0831403,139.135,7.15949
29,1RXS J160929.1-210524 b,1RXS J160929.1-210524,b,Imaging,2008,,330.0,,,3000.0,8.0,,3993.0,1.31316,0.623,242.3762343,-21.0831403,139.135,7.15949
30,1RXS J160929.1-210524 b,1RXS J160929.1-210524,b,Imaging,2008,,330.0,18.647,1.664,2543.0,8.0,K7 V,4060.0,1.352,0.85,242.3762343,-21.0831403,139.135,7.15949
31,1RXS J160929.1-210524 b,1RXS J160929.1-210524,b,Imaging,2008,,330.0,,,4000.0,12.0,,4060.0,,0.85,242.3762343,-21.0831403,139.135,7.15949
32,24 Boo b,24 Boo,b,Radial Velocity,2018,30.33,0.194,,,,,G3 IV,4816.0,12.19,1.05,217.1555242,49.8446488,95.9863,10.39
33,24 Boo b,24 Boo,b,Radial Velocity,2018,30.3506,0.19,,,,,G3 IV,4893.0,10.64,0.99,217.1555242,49.8446488,95.9863,10.39
34,24 Sex b,24 Sex,b,Radial Velocity,2010,452.8,1.333,,,,,,5098.0,4.9,1.54,155.8684866,-0.9023998,72.0691,13.8488
35,24 Sex c,24 Sex,c,Radial Velocity,2010,883.0,2.08,,,,,,5098.0,4.9,1.54,155.8684866,-0.9023998,72.0691,13.8488
36,2M0437 b,2MASS J04372171+2651014,b,Imaging,2021,,118.0,,,1271.313628,4.0,M V,3100.0,0.84,0.17,69.3405531,26.8502997,128.484,7.75524
37,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,b,Imaging,2013,,84.0,,,4131.79,13.0,M5.5/M6,,,0.19,15.8992489,-55.2658291,,
38,2MASS J01225093-2439505 b,2MASS J01225093-2439505,b,Imaging,2013,,,11.209,1.0,,,,3309.0,0.36645,0.353185,20.7128012,-24.6646128,33.8281,29.5326
39,2MASS J01225093-2439505 b,2MASS J01225093-2439505,b,Imaging,2013,,52.0,,,7786.5,24.5,M3.5 V,3530.0,,0.4,20.7128012,-24.6646128,33.8281,29.5326
40,2MASS J02192210-3925225 b,2MASS J02192210-3925225,b,Imaging,2015,,156.0,16.14096,1.44,4417.837,13.9,M6,3064.0,0.281,0.108,34.8427046,-39.4230767,,
41,2MASS J0249-0557 c,2MASS J0249-0557 A,c,Imaging,2018,,1950.0,,,3686.8095212,11.6,M6 V,,,0.046,42.4851627,-5.9599921,66.0613,15.1097
42,2MASS J03590986+2009361 b,2MASS J03590986+2009361,b,Imaging,2024,,572.0,,,5720.911326,18.0,,,,,59.7911026,20.1599759,117.435,8.49183
43,2MASS J04414489+2301513 b,2MASS J04414489+2301513,b,Imaging,2010,,15.0,,,2383.6,7.5,M8.5,,,0.019,70.4371079,23.0308544,,
44,2MASS J11011926-7732383 b,2MASS J11011926-7732383,b,Imaging,2024,,266.0,,,8899.195396,28.0,,,,,165.3295388,-77.5440912,,
45,2MASS J11550485-7919108 b,2MASS J11550485-7919108,b,Imaging,2024,,587.0,,,6356.56814,20.0,,,,,178.7691634,-79.3197558,100.862,9.88618
46,2MASS J12073346-3932539 b,2MASS J12073346-3932539,b,Imaging,2004,,46.0,,,1271.0,4.0,,2825.0,0.21887,0.188001,181.8890906,-39.5484399,64.308,15.5242
47,2MASS J12073346-3932539 b,2MASS J12073346-3932539,b,Imaging,2004,,55.0,,,1589.15,5.0,M8,,,0.024,181.8890906,-39.5484399,64.308,15.5242
48,2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,Eclipse Timing Variations,2015,416.0,0.92,,,603.877,1.9,,,,0.48,294.6359173,46.0664076,396.332,2.49522
49,2MASS J19383260+4603591 b,2MASS J19383260+4603591,b,Eclipse Timing Variations,2015,406.0,,,,,,,29564.0,0.203,0.48,294.6359173,46.0664076,396.332,2.49522
50,2MASS J21252752-8138278 b,2MASS J21252752-8138278,b,Imaging,2024,,7493.0,,,3813.940884,12.0,,,,,321.3662989,-81.6414894,34.1154,29.2836
51,2MASS J22362452+4751425 b,2MASS J22362452+4751425,b,Imaging,2016,,230.0,,,3972.875,12.5,K7 V,4045.0,,0.6,339.1025931,47.861683,69.5737,14.3444
52,30 Ari B b,30 Ari B,b,Radial Velocity,2009,335.10001,0.99,,,,,,6331.0,1.41,1.93,39.2412736,24.6480103,44.657,22.3641
53,30 Ari B b,30 Ari B,b,Radial Velocity,2009,335.1,0.995,,,,,F6 V,6300.0,1.13,1.16,39.2412736,24.6480103,44.657,22.3641
54,30 Ari B b,30 Ari B,b,Radial Velocity,2009,345.4,1.01,,,,,,,1.13,1.16,39.2412736,24.6480103,44.657,22.3641
55,4 UMa b,4 UMa,b,Radial Velocity,2006,270.27,0.877,,,,,K1 III,4415.0,18.11,1.234,130.0528099,64.3280504,73.4603,13.5901
56,4 UMa b,4 UMa,b,Radial Velocity,2006,269.3,0.87,,,,,K1 III,4415.0,18.11,1.234,130.0528099,64.3280504,73.4603,13.5901
57,47 UMa b,47 UMa,b,Radial Velocity,1996,1078.0,2.1,,,,,,5872.0,1.21334,1.06,164.8647611,40.4304931,13.7967,72.4528
58,47 UMa b,47 UMa,b,Radial Velocity,1996,1083.2,2.11,,,,,G1 V,,,,164.8647611,40.4304931,13.7967,72.4528
59,47 UMa b,47 UMa,b,Radial Velocity,1996,1076.6,2.1,,,,,G0 V,5882.0,,1.063,164.8647611,40.4304931,13.7967,72.4528
60,47 UMa b,47 UMa,b,Radial Velocity,1996,1100.8,2.11,,,,,,,,,164.8647611,40.4304931,13.7967,72.4528
61,47 UMa b,47 UMa,b,Radial Velocity,1996,1076.6,2.059,,,,,,5829.16,1.136537,1.005192,164.8647611,40.4304931,13.7967,72.4528
62,47 UMa c,47 UMa,c,Radial Velocity,2001,2391.0,3.6,,,,,,5872.0,1.21334,1.06,164.8647611,40.4304931,13.7967,72.4528
63,47 UMa c,47 UMa,c,Radial Velocity,2001,7586.0,7.73,,,,,G1 V,,,,164.8647611,40.4304931,13.7967,72.4528
64,47 UMa c,47 UMa,c,Radial Velocity,2001,2287.0,3.404,,,,,,5829.16,1.136537,1.005192,164.8647611,40.4304931,13.7967,72.4528
65,47 UMa d,47 UMa,d,Radial Velocity,2009,14002.0,11.6,,,,,,5872.0,1.21334,1.06,164.8647611,40.4304931,13.7967,72.4528
66,47 UMa d,47 UMa,d,Radial Velocity,2009,19000.0,13.8,,,,,,5829.16,1.136537,1.005192,164.8647611,40.4304931,13.7967,72.4528
67,51 Eri b,51 Eri,b,Imaging,2015,9100.0,10.4,,,3464.3296363,10.9,,,,1.75,69.4007424,-2.4738245,29.7575,33.577
68,51 Eri b,51 Eri,b,Imaging,2015,,13.2,,,635.66,2.0,F0 IV,,,1.75,69.4007424,-2.4738245,29.7575,33.577
69,51 Eri b,51 Eri,b,Imaging,2015,14965.0,14.0,,,,,,7295.0,1.48726,1.65,69.4007424,-2.4738245,29.7575,33.577
70,51 Eri b,51 Eri,b,Imaging,2015,11688.0,12.0,,,,,,7295.0,1.48726,1.65,69.4007424,-2.4738245,29.7575,33.577
71,51 Peg b,51 Peg,b,Radial Velocity,1995,4.231,0.052,,,146.2018,0.46,,,,1.04,344.3675399,20.7690958,15.4614,64.6488
72,51 Peg b,51 Peg,b,Radial Velocity,1995,4.230785,0.0527,,,,,,5758.0,1.17561,1.03,344.3675399,20.7690958,15.4614,64.6488
73,51 Peg b,51 Peg,b,Radial Velocity,1995,4.2293,,,,,,,5773.0,1.29,,344.3675399,20.7690958,15.4614,64.6488
74,51 Peg b,51 Peg,b,Radial Velocity,1995,4.2307969,0.05235,,,,,,5760.76,1.186744,1.069296,344.3675399,20.7690958,15.4614,64.6488
75,51 Peg b,51 Peg,b,Radial Velocity,1995,4.23077,0.052,,,,,,,,,344.3675399,20.7690958,15.4614,64.6488
76,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.653,0.115,,,,,G8 V,,,0.95,133.1468373,28.3298154,12.5855,79.4274
77,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.67,0.115,,,,,,,,0.95,133.1468373,28.3298154,12.5855,79.4274
78,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.647,0.115,,,,,,,,,133.1468373,28.3298154,12.5855,79.4274
79,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.6516,0.1134,,,,,,5172.0,0.943,0.905,133.1468373,28.3298154,12.5855,79.4274
80,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.65162,0.115,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
81,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.65171,0.1162,,,,,,5317.89,0.964411,0.974708,133.1468373,28.3298154,12.5855,79.4274
82,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.648,0.11,,,,,G8 V,5200.0,,0.85,133.1468373,28.3298154,12.5855,79.4274
83,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.6,0.113,,,254.25,0.8,K0 IV-V,,,,133.1468373,28.3298154,12.5855,79.4274
84,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.651,0.1134,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
85,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.65126,0.1138,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
86,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.65152,0.11522725,,,263.9785,0.8306,,,,0.95,133.1468373,28.3298154,12.5855,79.4274
87,55 Cnc b,55 Cnc,b,Radial Velocity,1996,14.465314,0.11339,,,266.966,0.84,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
88,55 Cnc c,55 Cnc,c,Radial Velocity,2004,44.4175,0.241376,,,54.4738,0.1714,,,,0.95,133.1468373,28.3298154,12.5855,79.4274
89,55 Cnc c,55 Cnc,c,Radial Velocity,2004,44.38,0.237,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
90,55 Cnc c,55 Cnc,c,Radial Velocity,2004,44.3446,0.24,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
91,55 Cnc c,55 Cnc,c,Radial Velocity,2004,44.3787,0.238,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
92,55 Cnc c,55 Cnc,c,Radial Velocity,2004,43.93,0.24,,,,,,,,0.95,133.1468373,28.3298154,12.5855,79.4274
93,55 Cnc c,55 Cnc,c,Radial Velocity,2004,44.3989,0.2373,,,,,,5172.0,0.943,0.905,133.1468373,28.3298154,12.5855,79.4274
94,55 Cnc c,55 Cnc,c,Radial Velocity,2004,44.373,0.23735,,,56.6985,0.1784,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
95,55 Cnc c,55 Cnc,c,Radial Velocity,2004,44.3827,0.2432,,,,,,5317.89,0.964411,0.974708,133.1468373,28.3298154,12.5855,79.4274
96,55 Cnc d,55 Cnc,d,Radial Velocity,2002,4517.4,5.257,,,,,,,,0.95,133.1468373,28.3298154,12.5855,79.4274
97,55 Cnc d,55 Cnc,d,Radial Velocity,2002,4867.0,5.446,,,1226.77,3.86,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
98,55 Cnc d,55 Cnc,d,Radial Velocity,2002,4545.0,5.28,,,,,,,,,133.1468373,28.3298154,12.5855,79.4274
99,55 Cnc d,55 Cnc,d,Radial Velocity,2002,4825.0,5.503,,,1232.493,3.878,,,,0.95,133.1468373,28.3298154,12.5855,79.4274
100,55 Cnc d,55 Cnc,d,Radial Velocity,2002,5370.0,5.84,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
101,55 Cnc d,55 Cnc,d,Radial Velocity,2002,5360.0,5.9,,,,,G8 V,,,0.95,133.1468373,28.3298154,12.5855,79.4274
102,55 Cnc d,55 Cnc,d,Radial Velocity,2002,4820.0,5.54,,,,,,5317.89,0.964411,0.974708,133.1468373,28.3298154,12.5855,79.4274
103,55 Cnc d,55 Cnc,d,Radial Velocity,2002,4909.0,5.47,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
104,55 Cnc d,55 Cnc,d,Radial Velocity,2002,5574.2,5.957,,,,,,5172.0,0.943,0.905,133.1468373,28.3298154,12.5855,79.4274
105,55 Cnc d,55 Cnc,d,Radial Velocity,2002,5218.0,5.77,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
106,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.7365445,0.01583,,,,,,5317.89,0.964411,0.974708,133.1468373,28.3298154,12.5855,79.4274
107,55 Cnc e,55 Cnc,e,Radial Velocity,2004,,0.01544,1.92,0.17129093,8.08,0.0254224,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
108,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.7365478,0.015439,,,8.09479,0.02547,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
109,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.73654,0.01583,2.0,0.178,8.63,0.027,G8 V,,0.943,0.963,133.1468373,28.3298154,12.5855,79.4274
110,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.73654604,,,,,,,,,,133.1468373,28.3298154,12.5855,79.4274
111,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.7365474,,1.947,0.1737,8.59,0.02702716,,,0.98,1.015,133.1468373,28.3298154,12.5855,79.4274
112,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.73654625026,,2.02311213,0.18049029,,,,5250.0,0.963515,,133.1468373,28.3298154,12.5855,79.4274
113,55 Cnc e,55 Cnc,e,Radial Velocity,2004,2.79674,0.0377,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
114,55 Cnc e,55 Cnc,e,Radial Velocity,2004,2.808,0.038,,,,,,,,0.95,133.1468373,28.3298154,12.5855,79.4274
115,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.736539,0.01544,1.91,0.17039879,8.08,0.0254224,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
116,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.737,,1.897,0.169239,7.74,0.02435264,,5172.0,0.954,0.873,133.1468373,28.3298154,12.5855,79.4274
117,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.7365417,,,,,,,,,,133.1468373,28.3298154,12.5855,79.4274
118,55 Cnc e,55 Cnc,e,Radial Velocity,2004,,,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
119,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.73654625,,,,,,,5234.0,0.943,0.905,133.1468373,28.3298154,12.5855,79.4274
120,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.7365474,0.01544,1.875,0.1672763,7.99,0.02513923,,5172.0,0.943,0.905,133.1468373,28.3298154,12.5855,79.4274
121,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.736543,,1.856,0.16558151,,,,5272.0,0.943,0.905,133.1468373,28.3298154,12.5855,79.4274
122,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.7365437,0.01544,2.08,0.18556517,7.81,0.02457288,,5234.0,0.943,0.905,133.1468373,28.3298154,12.5855,79.4274
123,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.7365515,0.015690907,,,8.13928,0.02561,,,,0.95,133.1468373,28.3298154,12.5855,79.4274
124,55 Cnc e,55 Cnc,e,Radial Velocity,2004,0.736546,0.01583,2.173,0.194,8.37,0.026,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
125,55 Cnc f,55 Cnc,f,Radial Velocity,2007,260.7,0.775,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
126,55 Cnc f,55 Cnc,f,Radial Velocity,2007,260.91,0.7733,,,47.0051,0.1479,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
127,55 Cnc f,55 Cnc,f,Radial Velocity,2007,262.0,0.788,,,44.812,0.141,,,,0.95,133.1468373,28.3298154,12.5855,79.4274
128,55 Cnc f,55 Cnc,f,Radial Velocity,2007,261.2,0.77,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
129,55 Cnc f,55 Cnc,f,Radial Velocity,2007,260.0,0.781,,,,,,5250.0,0.963515,0.9,133.1468373,28.3298154,12.5855,79.4274
130,55 Cnc f,55 Cnc,f,Radial Velocity,2007,260.98,0.792,,,,,,5317.89,0.964411,0.974708,133.1468373,28.3298154,12.5855,79.4274
131,55 Cnc f,55 Cnc,f,Radial Velocity,2007,259.88,0.7708,,,,,,5172.0,0.943,0.905,133.1468373,28.3298154,12.5855,79.4274
132,6 Lyn b,6 Lyn,b,Radial Velocity,2008,934.3,2.11,,,,,,4938.0,5.2,1.44,97.6960311,58.1611753,54.6599,18.2668
133,6 Lyn b,6 Lyn,b,Radial Velocity,2008,874.774,2.18,,,,,,,5.2,1.82,97.6960311,58.1611753,54.6599,18.2668
134,6 Lyn b,6 Lyn,b,Radial Velocity,2008,919.86,2.028,,,,,K0 IV,4941.0,4.94,1.32,97.6960311,58.1611753,54.6599,18.2668
135,6 Lyn b,6 Lyn,b,Radial Velocity,2008,899.0,2.2,,,,,K0 IV,4978.0,5.2,1.7,97.6960311,58.1611753,54.6599,18.2668
136,61 Vir b,61 Vir,b,Radial Velocity,2009,4.21487,0.04956,,,,,,5585.57,1.03251,0.914072,199.596455,-18.3157745,8.50332,117.573
137,61 Vir b,61 Vir,b,Radial Velocity,2009,4.215,0.050201,,,,,G5 V,5577.0,0.963,0.942,199.596455,-18.3157745,8.50332,117.573
138,61 Vir c,61 Vir,c,Radial Velocity,2009,38.0957,0.2151,,,,,,5585.57,1.03251,0.914072,199.596455,-18.3157745,8.50332,117.573
139,61 Vir c,61 Vir,c,Radial Velocity,2009,38.021,0.2175,,,,,G5 V,5577.0,0.963,0.942,199.596455,-18.3157745,8.50332,117.573
140,61 Vir d,61 Vir,d,Radial Velocity,2009,123.01,0.476,,,,,G5 V,5577.0,0.963,0.942,199.596455,-18.3157745,8.50332,117.573
141,7 CMa b,7 CMa,b,Radial Velocity,2011,763.0,1.9,,,,,K1 III,4792.0,2.3,1.52,99.171276,-19.2561808,19.8101,50.4571
142,7 CMa b,7 CMa,b,Radial Velocity,2011,796.0,1.93,,,,,,4794.52,4.90843,,99.171276,-19.2561808,19.8101,50.4571
143,7 CMa b,7 CMa,b,Radial Velocity,2011,735.1,1.758,,,,,,4826.0,4.87,1.34,99.171276,-19.2561808,19.8101,50.4571
144,7 CMa b,7 CMa,b,Radial Velocity,2011,,1.8,,,,,,,5.198,1.439,99.171276,-19.2561808,19.8101,50.4571
145,7 CMa c,7 CMa,c,Radial Velocity,2019,996.0,2.153,,,,,,4826.0,4.87,1.34,99.171276,-19.2561808,19.8101,50.4571
146,7 CMa c,7 CMa,c,Radial Velocity,2019,,2.205,,,,,,,5.198,1.439,99.171276,-19.2561808,19.8101,50.4571
147,70 Vir b,70 Vir,b,Radial Velocity,1996,116.689,0.456,,,,,,,,,202.1064898,13.7763085,17.9011,55.8347
148,70 Vir b,70 Vir,b,Radial Velocity,1996,116.6884,0.484,,,2380.45,7.49,,5545.0,,1.11,202.1064898,13.7763085,17.9011,55.8347
149,70 Vir b,70 Vir,b,Radial Velocity,1996,116.6884,0.48,,,,,,5531.0,1.84,1.14,202.1064898,13.7763085,17.9011,55.8347
150,70 Vir b,70 Vir,b,Radial Velocity,1996,116.69335,0.4765,,,,,,5481.86,1.921943,1.06055,202.1064898,13.7763085,17.9011,55.8347
151,70 Vir b,70 Vir,b,Radial Velocity,1996,116.688,0.481,,,,,,5495.0,1.89,1.09,202.1064898,13.7763085,17.9011,55.8347
152,70 Vir b,70 Vir,b,Radial Velocity,1996,116.6926,0.481,,,,,,5439.0,1.94,1.09,202.1064898,13.7763085,17.9011,55.8347
153,75 Cet b,75 Cet,b,Radial Velocity,2012,696.62,1.912,,,,,G3 III,4809.0,10.38,1.92,38.0391598,-1.0350269,82.9613,12.0264
154,75 Cet b,75 Cet,b,Radial Velocity,2012,691.9,2.1,,,,,G3 III,4846.0,10.5,2.49,38.0391598,-1.0350269,82.9613,12.0264
155,75 Cet c,75 Cet,c,Radial Velocity,2023,2051.62,3.929,,,,,G3 III,4809.0,10.38,1.92,38.0391598,-1.0350269,82.9613,12.0264
156,8 UMi b,8 UMi,b,Radial Velocity,2015,93.4,0.49,,,,,K0,4847.4,9.9,1.8,224.201685,74.9009379,162.552,6.12304
157,8 UMi b,8 UMi,b,Radial Velocity,2015,93.4,0.49,,,,,,4847.0,10.3,1.44,224.201685,74.9009379,162.552,6.12304
158,81 Cet b,81 Cet,b,Radial Velocity,2008,,2.17,,,,,,,,1.6,39.4243555,-3.3963607,101.26,9.84895
159,81 Cet b,81 Cet,b,Radial Velocity,2008,1005.57,2.104,,,,,G5 III,4734.0,11.21,1.23,39.4243555,-3.3963607,101.26,9.84895
160,81 Cet b,81 Cet,b,Radial Velocity,2008,952.7,2.5,,,,,G5 III,4785.0,11.0,2.4,39.4243555,-3.3963607,101.26,9.84895
161,91 Aqr b,91 Aqr,b,Radial Velocity,2013,181.4,0.7,,,,,K0 III,4665.0,11.0,1.4,348.9745031,-9.0878076,44.0304,22.6884
162,AB Aur b,AB Aur,b,Imaging,2022,,93.9,,,2860.455663,9.0,,9770.0,,2.4,73.9410446,30.5510888,162.127,6.13996
163,AB Pic b,AB Pic,b,Imaging,2005,,260.0,,,4290.5,13.5,K2 V,,,,94.8039208,-58.0541184,50.0475,19.9521
164,AF Lep b,AF Lep,b,Imaging,2023,7520.0,7.99,,,1664.46736746,5.237,F8 V,6100.0,1.25,1.201,81.7699216,-11.9011752,26.8564,37.2061
165,AF Lep b,AF Lep,b,Imaging,2023,9060.0,9.3,,,1366.6621501,4.3,F8 V,6140.0,,1.13,81.7699216,-11.9011752,26.8564,37.2061
166,AF Lep b,AF Lep,b,Imaging,2023,8030.0,8.4,,,1017.0509024,3.2,F8 V,6130.0,1.25,1.2,81.7699216,-11.9011752,26.8564,37.2061
167,AT2021ueyL b,AT2021ueyL,b,Microlensing,2025,4168.69,4.01,,,425.89006538,1.34,M V,3680.0,,0.49,324.5450417,26.4665694,1040.0,
168,AU Mic b,AU Mic,b,Transit,2020,8.4629991,0.0645,,,20.12,0.0633046,,,,0.5,311.2911369,-31.34245,9.7221,102.829
169,AU Mic b,AU Mic,b,Transit,2020,8.45367765822,,4.02692583,0.35925888,,,,3588.0,0.698009,,311.2911369,-31.34245,9.7221,102.829
170,AU Mic b,AU Mic,b,Transit,2020,8.463,,,,11.7,0.03681232,,3700.0,0.75,0.5,311.2911369,-31.34245,9.7221,102.829
171,AU Mic b,AU Mic,b,Transit,2020,8.46321,0.066,4.203375,0.375,,,,3700.0,0.75,0.5,311.2911369,-31.34245,9.7221,102.829
172,AU Mic b,AU Mic,b,Transit,2020,8.463,0.0645,4.07,0.3631017,17.0,0.05348798,,3700.0,0.75,0.5,311.2911369,-31.34245,9.7221,102.829
173,AU Mic b,AU Mic,b,Transit,2020,8.46321,,,,,,,,,,311.2911369,-31.34245,9.7221,102.829
174,AU Mic b,AU Mic,b,Transit,2020,8.4631427,,,,10.2,0.03209279,,3665.0,0.82,0.6,311.2911369,-31.34245,9.7221,102.829
